section_code,section,contents,clause_title,clause_reference
K,K17,Roofing,Roof Covering (Corrugated Or Troughed),"(a) Roof coverings given in square metres, including cuttings and waste. Coverings over 45 degrees from horizontal and vertical coverings shall be so described. (b) Roof coverings fixed through an underlining laid over purlins shall be so described. (c) Cranks and upstands given separately in linear metres as extra over coverings."
K,K18,Roofing,Labours On Roof Coverings (Corrugated/Troughed),"(a) Square cutting around openings shall be given in linear metres except where standard sheets are used without cutting. Square cutting against abutments and top edges deemed included. (b) Raking cutting and curved cutting each given separately in linear metres. (c) Holes for pipes, standards and the like members enumerated stating member size."
K,K19,Roofing,Filler Pieces,"Filler-pieces at eaves, jambs, openings, above roof glazing and over lintols, flashing-pieces under roof glazing and the like shall each be given separately in linear metres."
K,K20,Roofing,Bedding And Pointing,"Bedding and pointing at eaves, verges etc. and bedding and pointing eaves filler pieces shall each be given in linear metres."
K,K21,Roofing,"Ridge, Hip And Angle Cappings","Ridge-cappings, hip-cappings and vertical angle-cappings shall each be given separately in linear metres. Capped ends, capped angles, capped intersections, vents, finials etc. shall each be enumerated separately. Fitted ends shall be deemed to be included."
K,K22,Roofing,Barge-Boards,"Barge-boards and corner-pieces shall each be given separately in linear metres stating the width. Mitred angles, mitred intersections, fair and fitted ends shall be deemed to be included."
K,K23,Roofing,Flashings And Expansion Joints,"(a) Flashings and expansion joints shall be given separately in linear metres stating the overall girth. (b) Flashings around pipes, standards and the like members passing through sheeting shall be enumerated stating the size of the members."
K,K24,Roofing,Louvres,Louvre-blades shall be given in linear metres stating the width or girth and the number.
K,K25,Roofing,Roof-Lights Special Sheets,(a) Fixed and opening roof-lights (exclusive of glass) shall each be enumerated and separately as extra over the roof coverings in which they occur stating the size. (b) Transparent plastics shall be enumerated as extra over the roof coverings in which they occur stating the size. (c) Ventilator-sheets shall be enumerated as extra over the roof-coverings in which they occur stating the size. (d) Sheets with soaker-flanges for pipes shall be enumerated as extra over the roof coverings in which they occur stating the size of the pipe.
K,K26,Roofing,Roof Ventilators,Roof ventilators shall be enumerated stating the size and the type of base.
K,K27,Roofing,Thatch Roofing Generally,"(a) Particulars of the following shall be given: i. Kind of thatch (e.g. marsh-reed; straw; makuti). ii. Thickness of finished work where appropriate. iii. Method of fixing. (b) Ridges, valleys, dormers and the like in a material different from the plain surfaces shall be so described."
K,K28,Roofing,Thatch Roof Coverings,"(a) Roof coverings (except to dormers and turrets) shall be given in square metres. Coverings over 45 degrees from horizontal and vertical coverings shall each be so described. (b) Roof coverings to dormers shall be enumerated stating the size. Roof coverings to turrets shall be enumerated stating the type, the diameter or size at base and apex and the vertical height from base to apex. (c) Stripping old thatch and associated work preparatory to re-thatching shall be given in square metres."
K,K29,Roofing,Labours On Thatch Roof Coverings,"(a) Cutting and facing to top abutments, side abutments, tile valleys, metal valleys, chimneys and the like (grouped together) shall be given in linear metres. (b) Holes for pipes, standards and the like members (grouped together) shall be enumerated stating the size of the members."
K,K30,Roofing,"Eaves, Verges And Hips","Eaves, verges, hips, valleys, ridges and the like (measured extreme dimensions) where involving extra materials shall each be given separately in linear metres and described."
K,K31,Roofing,Wire Netting,"(a) Wire netting (measured by area) shall be given in square metres stating the mesh, the gauge, the extent of laps and the method of fixing. Strips to ridges, eaves, verges and the like shall be given in linear metres stating the width. (b) Raking cutting and curved cutting shall each be given separately in linear metres."
K,K32,Roofing,Roof Decking Generally,Particulars of the following shall be given: i. Kind of decking (e.g. asbestos-cement; steel; aluminium; wood-wool). ii. Thickness and quality. iii. Method of fixing. iv. Nature and spacing of the structural supports.
K,K33,Roofing,Roof Decking Coverings,Roof coverings shall be given in square metres. Coverings over 45 degrees from horizontal and vertical coverings shall each be so described.
K,K34,Roofing,Labours On Roof Decking Coverings,"(a) Square cutting around openings over 0.50 sq.m shall be given in linear metres, except where standard sheets are used without cutting. Square cutting at abutments and elsewhere shall be deemed included. (b) Raking cutting and curved cutting shall each be given separately in linear metres. (c) Holes for pipes, standards and the like members shall be enumerated stating the size."
K,K35,Roofing,"Bearings, Eaves, Kerbs And Flashings","Bearings, eaves, kerbs, flashings and abutments with nibs built into chases shall each be given separately in linear metres."
K,K36,Roofing,Waterproofing Roofs Generally,"(a) Particulars of the following shall be given: i. Type, quality and substance of covering (e.g. Bitumen felt). ii. Number of layers and extent of laps. iii. Nature of base. iv. Method of bonding or securing to base and layers. v. Surface treatment with chippings, tiles, macadam, paints. (b) Screed, paper, cork, fibreboard or other underlay in contact with the material shall be measured separately or may be given in the description."
